Wall time,Step,Value
1588570516.5260592,430,1.0623507499694824
1588570520.278084,460,0.9602655172348022
1588570553.021459,720,1.1983938217163086
1588570582.0737145,950,0.8780457973480225
1588570672.557337,1680,0.9095205664634705
1588570749.5088637,2300,0.8337944746017456
1588570755.7426112,2350,0.8175981640815735
1588570781.3563442,2560,0.9135645627975464
1588570803.4031286,2740,0.9078933596611023
1588570879.8933768,3090,0.7324521541595459
1588570882.37286,3110,0.736179769039154
1588570892.593777,3190,0.686600923538208
1588571088.7091508,4750,0.5743721723556519
1588571165.865343,5370,0.6931425333023071
1588571219.6117215,5800,0.5356902480125427
1588571228.5901718,5870,0.7061319351196289
1588571321.4478018,6350,0.5496731400489807
1588571337.7389984,6480,0.6827890276908875
1588571421.6041293,7150,0.5958829522132874
1588571431.5375252,7230,0.6714511513710022
1588571532.9965866,8030,0.7091177701950073
1588571540.5570285,8090,0.6880541443824768
1588571575.7695665,8370,0.6815682649612427
1588571778.3778896,9720,0.6916221380233765
1588571833.198874,10150,0.6651960015296936
1588571899.3747149,10670,0.6836103200912476
1588571947.3608272,11050,0.5990604758262634
1588572042.5305073,11810,0.5175667405128479
1588572175.8159742,12620,0.7136787176132202
1588572245.0190232,13170,0.5372758507728577
1588572248.7840135,13200,0.8278218507766724
1588572266.1356823,13340,0.49922144412994385
1588572271.2136757,13380,0.8115534782409668
1588572331.222177,13860,0.6792493462562561
1588572340.0205216,13930,0.49914318323135376
1588572395.7113483,14370,0.5585339665412903
1588572433.6855218,14670,0.6583496332168579
1588572573.602324,15530,0.7767530083656311
1588572614.174385,15850,0.7004107236862183
1588572748.7443376,16920,0.5462322235107422
1588572803.2313132,17350,0.729108989238739
1588572807.0073113,17380,0.7225093841552734
1588572971.9371288,18450,0.7028825283050537
1588573013.2809703,18780,0.7149859666824341
1588573062.669835,19180,0.578763484954834
1588573099.9659297,19480,0.49026501178741455
1588573211.2098334,20370,0.7195860743522644
1588573286.519962,20970,0.8663228154182434
1588573434.6627123,21880,0.5990376472473145
1588573449.9646032,22000,0.6394104957580566
1588573490.7612767,22320,0.6352883577346802
1588573530.2167327,22630,0.6253253817558289
1588573587.0209239,23080,0.5603095293045044
1588573691.2650802,23900,0.7335580587387085
1588573782.8148224,24370,0.6028820276260376
1588573805.427436,24540,0.5917383432388306
1588573808.0148494,24560,0.6879034042358398
1588573814.2868407,24610,0.7178838849067688
1588573848.2268052,24860,0.5669247508049011
1588573849.5634253,24870,0.547609806060791
1588573864.7180133,24990,0.5784333944320679
1588573870.7979681,25040,0.6202738285064697
1588573907.0435705,25330,0.6871083974838257
1588574099.6441731,26860,0.6590098738670349
1588574200.9272697,27410,0.6215415000915527
1588574486.6497586,29680,0.5022292733192444
1588574608.1113687,30390,0.5543198585510254
1588574611.9690835,30420,0.6138547658920288
1588574763.0274231,31620,0.469093382358551
1588574851.0619473,32310,0.6313151717185974
1588574871.3045864,32470,0.6819647550582886
1588574872.560997,32480,0.4990045726299286
1588574978.7077658,33060,0.5165230631828308
1588575199.8218176,34810,0.6232938766479492
1588575407.8140514,36190,0.5844441056251526
1588575410.391183,36210,0.7244822382926941
1588575473.8439336,36710,0.6236563920974731
1588575562.9021387,37420,0.6717954277992249
1588575654.149581,38150,0.5037764310836792
1588575662.9266586,38220,0.6905028223991394
1588575831.5181777,39290,0.5902321338653564
1588575867.4047897,39570,0.6782386302947998
1588575969.9059517,40370,0.6650774478912354
1588576052.0661,40990,0.5432180762290955
1588576182.069143,41970,0.6405600309371948
1588576259.225339,42330,0.5507398247718811
1588576367.5084658,43180,0.6090214252471924
1588576473.6309226,44010,0.657227635383606
1588576594.5903335,44930,0.6412012577056885
1588576649.784548,45100,0.5903527140617371
1588576677.6175728,45310,0.6863879561424255
1588576853.0240471,46650,0.5446836948394775
1588576858.345168,46690,0.6879950165748596
1588576868.7481291,46770,0.4545593559741974
1588577017.3936126,47890,0.4882662296295166
1588577068.5054584,48030,0.5348787307739258
1588577118.2380145,48410,0.5410559177398682
1588577188.7455819,48950,0.5368012189865112
1588577291.8011239,49720,0.4603547751903534
1588577395.447877,50510,0.5295854806900024
1588577398.0958474,50530,0.7886233329772949
1588577500.0041075,51070,0.6189570426940918
1588577536.6403193,51350,0.5381481647491455
1588577817.4585419,53460,0.4717136025428772
1588577835.9300365,53600,0.6163964867591858
1588577947.73479,54210,0.5006939768791199
1588578110.8749287,55500,0.6287055015563965
1588578274.4798129,56800,0.6137139797210693
1588578360.8048904,57240,0.6061713695526123
1588578467.109916,58090,0.5827228426933289
1588578537.4318335,58650,0.5253968834877014
1588578546.2664912,58720,0.455287367105484
1588578591.5053997,59080,0.5843671560287476
1588578696.1840127,59910,0.5477145314216614
1588578906.7210717,61320,0.3971959948539734
1588578993.7783992,62010,0.6273834109306335
1588579017.6821656,62200,0.562401294708252
1588579105.5581686,62900,0.7209005355834961
1588579166.0759053,63130,0.5350766777992249
1588579246.5198565,63770,0.7153565883636475
1588579425.4490333,65210,0.6178123950958252
1588579492.848494,65750,0.5614303946495056
1588579559.9572048,66040,0.5129227042198181
1588579677.2893767,66970,0.44487667083740234
1588579681.1501212,67000,0.621638834476471
1588579695.844716,67120,0.5136922597885132
1588579875.57453,68550,0.5022631883621216
1588580047.2051904,69670,0.5257987976074219
1588580079.8950171,69930,0.7075151205062866
1588580233.403297,71150,0.49946993589401245
1588580285.421152,71560,0.5745788812637329
1588580510.9090943,73120,0.47654587030410767
1588580599.5406363,73830,0.43857038021087646
1588580683.6834333,74510,0.5817148685455322
1588580696.1524498,74610,0.4039166569709778
1588580699.8191266,74640,0.5845874547958374
1588580718.0822444,74790,0.6301333904266357
1588580790.5984323,75120,0.594616174697876
1588581017.6923316,76940,0.5885496735572815
1588581136.6501708,77890,0.5435018539428711
1588581180.3832986,77990,0.6733892560005188
1588581223.4898376,78340,0.5450697541236877
1588581422.3018286,79920,0.4630570113658905
1588581517.5892358,80670,0.5044645071029663
1588581695.1014943,81810,0.5935567021369934
1588581748.2575424,82220,0.594308614730835
1588581933.9106636,83640,0.40613090991973877
1588581940.6720197,83690,0.5392856597900391
1588581952.5952914,83780,0.5340451598167419
1588582105.2717674,84710,0.5022199153900146
1588582141.3830402,84990,0.376669317483902
1588582154.4653225,85090,0.5569465160369873
1588582274.464104,86020,0.425072580575943
1588582318.1092002,86360,0.534834086894989
1588582394.845136,86960,0.5750820636749268
1588582660.625048,88790,0.4494444727897644
1588582698.4847496,89080,0.4881371855735779
1588582726.0043094,89290,0.5699627995491028
1588582735.4210906,89360,0.649017870426178
1588582811.7729015,89940,0.5972657203674316
1588582922.5834315,90560,0.6696231365203857
1588583190.6950252,92610,0.5958729982376099
1588583295.8984225,93170,0.5784357190132141
1588583337.555597,93490,0.5281554460525513
1588583448.8222513,94360,0.5378950834274292
1588583490.4197617,94690,0.46877071261405945
1588583598.4844685,95550,0.4526604413986206
1588583614.6209629,95680,0.5042782425880432
1588583760.8094583,96580,0.6126385927200317
1588583790.1415176,96810,0.5481127500534058
1588583813.421985,96990,0.5571109652519226
1588584002.2609212,98440,0.7121516466140747
1588584117.4260788,99080,0.5277979373931885
1588584312.0361116,100590,0.5350002646446228
1588584345.9346683,100850,0.5426278710365295
1588584625.8818285,102770,0.6772648692131042
1588584634.5004363,102840,0.4594257175922394
1588584780.918447,104000,0.5787407755851746
1588584881.4245555,104800,0.5452876091003418
1588584967.606435,105230,0.6110602021217346
1588585074.7986841,106080,0.6326515674591064
1588585113.3055813,106390,0.653305172920227
1588585133.5974243,106550,0.5761476755142212
1588585206.1183543,107120,0.5250887274742126
1588585264.6286397,107580,0.45540618896484375
1588585265.8539097,107590,0.632381021976471
1588585293.1771243,107810,0.5618559718132019
1588585401.549576,108420,0.6028540134429932
1588585412.807849,108510,0.5275135636329651
1588585478.863759,109030,0.5174447298049927
1588585482.7953267,109060,0.4709250330924988
1588585530.7477732,109440,0.5088344812393188
1588585559.5328171,109670,0.5876970291137695
1588585566.9746714,109730,0.6166359186172485
1588585569.52194,109750,0.4491497576236725
1588585627.4449894,110210,0.5828970670700073
1588585763.6714458,111030,0.6280452013015747
1588585788.4084144,111220,0.5290034413337708
1588585799.7215085,111310,0.540908932685852
1588585887.0590904,111990,0.4865660071372986
1588585889.559396,112010,0.5990390777587891
1588585966.1985395,112610,0.5990680456161499
1588586199.9624662,114200,0.4641736149787903
1588586269.3684099,114730,0.403043270111084
1588586295.492422,114930,0.4777452349662781
1588586336.0832448,115240,0.633449375629425
1588586347.8571172,115330,0.5130694508552551
1588586392.0318575,115670,0.503136396408081
1588586499.0354578,116490,0.5876489877700806
1588586546.9734602,116860,0.5713703036308289
1588586675.320438,117600,0.6444552540779114
1588586826.0276556,118740,0.4299815595149994
1588586951.9096973,119700,0.5053450465202332
1588586958.4156544,119750,0.6001064777374268
1588587039.0267322,120110,0.5446031093597412
1588587079.8595517,120420,0.4679245054721832
1588587207.2559333,121390,0.573310911655426
1588587241.773888,121650,0.5294710993766785
1588587267.7803545,121850,0.509147047996521
1588587405.5713837,122910,0.41755223274230957
1588587589.165884,124060,0.52959144115448
1588587658.7109318,124590,0.5708562135696411
1588587974.3098571,126720,0.4799182116985321
1588588243.6820002,128780,0.48167383670806885
1588588355.7144957,129400,0.6291030645370483
1588588455.44576,130180,0.6294142007827759
1588588477.5697446,130350,0.5195262432098389
1588588512.0224159,130620,0.43958142399787903
1588588538.9935207,130830,0.5208635330200195
1588588554.5481796,130950,0.6265775561332703
1588588573.8175552,131100,0.4182918667793274
1588588773.8485537,132400,0.5338466763496399
1588588983.2907345,134030,0.49585482478141785
1588588988.5472686,134070,0.4884680509567261
1588589146.8615685,135050,0.5378818511962891
1588589200.9765387,135470,0.46995896100997925
1588589267.2706134,135980,0.5965673923492432
1588589296.2272267,136210,0.5468202829360962
1588589372.434243,136800,0.47570449113845825
1588589574.4693344,138110,0.474266916513443
1588589670.382143,138850,0.5325084924697876
1588589924.3763573,140810,0.4570821225643158
1588590140.3724484,142220,0.5595845580101013
1588590223.6505716,142880,0.5282282829284668
1588590232.8454742,142950,0.5386587381362915
1588590265.02682,143210,0.520683765411377
1588590288.0552466,143390,0.5768144130706787
1588590396.317541,143980,0.38960978388786316
1588590461.9262474,144480,0.48225224018096924
1588590700.5144567,146330,0.42992544174194336
1588590708.072258,146390,0.607238233089447
1588590746.7443264,146690,0.5966475009918213
1588590758.3844519,146780,0.45547962188720703
1588590771.133392,146880,0.5120930671691895
1588590920.0139616,147800,0.4459483027458191
1588590931.3047984,147890,0.5397475957870483
1588590957.830869,148100,0.5538659691810608
1588591038.7761476,148740,0.592252790927887
1588591062.648812,148930,0.6433771252632141
1588591350.248829,150910,0.5862196683883667
1588591466.775421,151810,0.5095236301422119
1588591576.55248,152670,0.6688502430915833
1588591682.8157802,153250,0.6640267372131348
1588591869.7017362,154740,0.6078930497169495
1588591872.2485888,154760,0.5526443719863892
1588591912.4395213,155080,0.5442394018173218
1588591951.8714504,155390,0.5455373525619507
1588592236.5596004,157410,0.4318636655807495
1588592266.5406055,157650,0.5232788324356079
1588592277.876902,157740,0.5914591550827026
1588592346.904939,158290,0.5353109240531921
1588592584.1637008,159940,0.45519402623176575
1588592713.42908,160960,0.5070301294326782
1588592739.7306664,161170,0.4492761790752411
1588592937.3519812,162500,0.43446800112724304
1588593028.093386,163220,0.6479132175445557
1588593055.706979,163440,0.5225808024406433
1588593077.0287971,163610,0.4246814250946045
1588593135.3555005,164070,0.5440620183944702
1588593293.148456,165060,0.6062769293785095
1588593531.7687733,166980,0.4647074043750763
1588593702.8714747,168090,0.4118766784667969
1588593704.09428,168100,0.5326147079467773
1588593764.0206928,168580,0.5067133903503418
1588593815.941934,169000,0.48395174741744995
1588594024.5796947,170670,0.3860150873661041
1588594096.0289648,170980,0.5126273036003113
1588594138.512534,171320,0.6394573450088501
1588594273.2413435,172400,0.46393075585365295
1588594314.5914445,172730,0.5219301581382751
1588594339.5154338,172930,0.5647086501121521
1588594369.6132493,173170,0.5385892391204834
1588594370.8270714,173180,0.5329422950744629
1588594374.5603461,173210,0.4937377870082855
1588594398.2937386,173400,0.5492140054702759
1588594513.0149944,174060,0.5113453269004822
1588594561.2794743,174450,0.5342016816139221
1588594573.745334,174550,0.6034500002861023
1588594685.6549447,175440,0.3527807891368866
1588594703.3476546,175580,0.5058749914169312
1588594739.599415,175870,0.41034626960754395
1588594749.5224118,175950,0.474661260843277
1588594786.1747813,176240,0.5540812015533447
1588594942.4800718,177230,0.4815230667591095
1588595228.8214004,179540,0.4689638316631317
1588595263.9136205,179820,0.530354917049408
1588595342.2630262,180190,0.47598797082901
1588595385.5548835,180540,0.6146290302276611
1588595400.4189065,180660,0.6322455406188965
1588595480.0354793,181300,0.6223242878913879
1588595647.920185,182650,0.4925647974014282
1588595747.001459,183190,0.5529258251190186
1588595912.430383,184520,0.5199093222618103
1588595913.6063008,184530,0.6071301102638245
1588596086.7903786,185930,0.5466573238372803
1588596274.2163806,187140,0.5814633965492249
1588596283.2788968,187210,0.4946788549423218
1588596439.861739,188460,0.5269047617912292
1588596612.7436314,189590,0.49659264087677
1588596671.7225957,190060,0.5591595768928528
1588596725.6934087,190490,0.6286502480506897
1588596811.1064045,191170,0.5525683164596558
1588596877.1583917,191700,0.5587828755378723
1588597036.0880346,192720,0.5405945777893066
1588597382.7105744,195260,0.512380063533783
1588597390.1298869,195320,0.5654465556144714
1588597525.9569943,196410,0.5682767629623413
1588597543.3380404,196550,0.49559682607650757
1588597639.097443,197320,0.5253347754478455
1588597646.5659142,197380,0.59869384765625
1588597784.952318,198240,0.47032588720321655
1588597813.738556,198470,0.46917521953582764
1588597901.4230917,199170,0.565102756023407
1588597929.157833,199390,0.5712121725082397
1588597970.3011556,199720,0.5104490518569946
1588598000.5132658,199960,0.5149816274642944
1588598050.1370227,200360,0.6007887125015259
1588598072.577153,200540,0.4520615041255951
1588598080.134673,200600,0.44011664390563965
1588598083.9696836,200630,0.5102662444114685
1588598211.1624334,201390,0.4150836169719696
1588598212.4476805,201400,0.4436725974082947
1588598271.456893,201870,0.5054652690887451
1588598310.519822,202180,0.4876965880393982
1588598344.1611285,202450,0.5347362756729126
1588598347.889186,202480,0.48178622126579285
1588598354.186813,202530,0.4809872806072235
1588598442.4537947,203240,0.6265475153923035
1588598456.0857408,203350,0.5067157745361328
1588598516.9810922,203840,0.4103626012802124
1588598619.6949568,204410,0.5547508597373962
1588598675.6889565,204860,0.5793874859809875
1588598727.1007564,205270,0.5442245006561279
1588598743.2171652,205400,0.4768538475036621
1588598744.48301,205410,0.5915793776512146
1588598771.8517478,205630,0.4449736773967743
1588598791.8289278,205790,0.5183204412460327
1588598929.8752596,206900,0.6266747117042542
1588598988.0848413,207110,0.604444682598114
1588599073.7343812,207800,0.522909939289093
1588599077.4704106,207830,0.47898387908935547
1588599078.748918,207840,0.4752608835697174
1588599138.4628747,208320,0.3774561583995819
1588599168.290866,208560,0.5228919982910156
1588599333.77268,209880,0.6016324758529663
1588599482.7551906,210810,0.4666542708873749
1588599562.2894595,211450,0.44956424832344055
1588599643.3694472,212100,0.5432409644126892
1588599671.7462401,212330,0.44118350744247437
1588599808.4516807,213170,0.5625683069229126
1588599812.0957599,213200,0.6145023107528687
1588599818.3695936,213250,0.502612292766571
1588599901.0419753,213920,0.5189067125320435
1588599923.247387,214100,0.4875030219554901
1588600017.1151986,214850,0.4490968585014343
1588600066.035798,215240,0.4556420147418976
1588600295.2879872,216820,0.5062628388404846
1588600348.7027953,217250,0.5197640657424927
1588600437.784166,217960,0.5824234485626221
1588600469.8655446,218220,0.3826713263988495
1588600496.049599,218430,0.4152664542198181
1588600503.498794,218490,0.4405921697616577
1588600733.3887062,220070,0.5926323533058167
1588601067.7033665,222460,0.6174734830856323
1588601084.0975072,222590,0.4376828074455261
1588601127.388321,222930,0.611443281173706
1588601174.9959557,223310,0.4305867850780487
1588601210.7292638,223590,0.6340264678001404
1588601356.0194776,224730,0.545579195022583
1588601433.7360628,225080,0.5210347771644592
1588601480.9586773,225450,0.5868023633956909
1588601596.4065368,226360,0.62253338098526
1588601761.1363947,227660,0.5776504278182983
1588601886.984138,228410,0.5213176608085632
1588602000.0558202,229310,0.41997650265693665
1588602003.9051397,229340,0.5871961712837219
1588602195.4357784,230850,0.5352461338043213
1588602296.8077352,231390,0.4839332699775696
1588602309.3340766,231490,0.5258193612098694
1588602352.4090672,231830,0.5026361346244812
1588602365.0616322,231930,0.5767019987106323
1588602398.0583181,232190,0.584181547164917
1588602454.6467783,232640,0.5425972938537598
1588602483.8801644,232870,0.5651893019676208
1588602578.85735,233620,0.42643797397613525
1588602602.771178,233810,0.5269243121147156
1588602694.0353456,234280,0.42473918199539185
1588602837.1586175,235410,0.5431939959526062
1588602899.1201646,235900,0.5798113942146301
1588603001.1496272,236710,0.5491592288017273
1588603015.0843146,236820,0.38785624504089355
1588603072.6473072,237020,0.48777642846107483
1588603165.591104,237750,0.5711482763290405
1588603237.5939696,238320,0.552333414554596
1588603373.61027,239390,0.44089722633361816
1588603584.108144,240800,0.5755212306976318
1588603633.625794,241190,0.464367151260376
1588603670.213571,241480,0.4786877930164337
1588603780.1735516,242350,0.4112001657485962
1588603840.472351,242830,0.5760967135429382
1588603842.9825306,242850,0.41397571563720703
1588603924.9301038,243230,0.5899549126625061
1588603953.973937,243460,0.3873983323574066
1588604043.533784,244170,0.45194393396377563
1588604222.1677146,245580,0.5048842430114746
1588604335.7995887,246220,0.464621365070343
1588604459.7433035,247200,0.5999957919120789
1588604469.7218285,247280,0.5248985886573792
